redstone_print_and_mail_id,fire_dept,fire_chief,full_address,address,city,state,zip,office_number,fax_number,general_email,chief_email,dept_website,city_website,macs_designator,personnel,county,fire_dept_id,data_as_of
621,"Northrop Grumman Fire Dept.","Frank Thompson, Jr. , Manager","3520 East Ave. M (5P021/4T) Palmdale CA 93550","3520 East Ave. M (5P021/4T)",Palmdale,CA,93550,"(661) 272- 7405","(661) 272- 8646",,frank.thompson@ngc.com,,www.ngc.com,NTH,Paid,"Los Angeles",19138,"Feb 2019"
622,"Northstar Fire Dept.","Mark Shadowens , Fire Chief","910 Northstar Drive Truckee CA 96161","910 Northstar Drive",Truckee,CA,96161,"(530) 562- 1212","(530) 562- 0702",,mshadowens@northstarcsd.com,www.northstarcsd.com/fire.html,www.northstarcsd.com,NRS,Paid,Placer,31115,"Feb 2019"
623,"Northwest Lassen County Fire Protection Dist.","Dennis Miller , Director","P.O. Box 303 Mc Arthur CA 96056","P.O. Box 303","Mc Arthur",CA,96056,no_office,no_fax,,,,,NWL,Volunteer,Lassen,18060,"Feb 2019"
624,"Novato Fire Protection Dist.","Mark Heine , Fire Chief","95 Rowland Way Novato CA - 5001","95 Rowland Way",Novato,CA,"- 5001","(415) 878- 2690","(415) 878- 2660",,mheine@novatofire.org,www.novatofire.org,www.ci.novato.ca.us,NOV,Paid,Marin,21055,"Feb 2019"
625,"Oak Run Volunteer Fire 	Company","Linda Barneby , Fire Chief","P.O. Box FIRE Oak Run CA 96069","P.O. Box FIRE","Oak Run",CA,96069,"(530) 472- 3939","(530) 472- 3940",,,,,OKR,Volunteer,Shasta,45980,"Feb 2019"
626,"Oakdale City Fire Dept.","Michael Wilkinson , Fire Chief","325 East G Street Oakdale CA 95361","325 East G Street",Oakdale,CA,95361,"(209) 847- 5904","(209) 847- 5907",,,www.ci.oakdale.ca.us/fire/fire_home.htm,www.ci.oakdale.ca.us,ODF,"Mostly Paid",Stanislaus,50085,"Feb 2019"
627,"Oakdale Rural Fire Protection Dist.","William Houk , Fire Chief","1398 East F Street Oakdale CA 95361","1398 East F Street",Oakdale,CA,95361,"(209) 847- 6898","(209) 847- 1520",,,,,ODL,"Mostly Paid",Stanislaus,50090,"Feb 2019"
628,"Oakland Fire Dept.","Teresa Deloach Reed , Fire Chief","150  Frank Ogawa Plaza, #3354 Oakland CA 94612","150  Frank Ogawa Plaza, #3354",Oakland,CA,94612,"(510) 238- 4050","(510) 238- 2284",,tdeloachreed@oaklandnet.com,http://www2.oaklandnet.com/government/o/OFD/index.htm,http://www2.oaklandnet.com,OKL,Paid,Alameda,01075,"Feb 2019"
629,"Occidental Community Services Dist.","Ron Lunardi , Fire Chief","P.O. Box 157 Occidental CA 95465","P.O. Box 157",Occidental,CA,95465,"(707) 874- 3800","(707) 579- 1757",,rctl@sonic.net,,,OCD,Volunteer,Sonoma,49105,"Feb 2019"
630,"Oceanside Fire Dept.","Darryl Hebert , Fire Chief","300 N. Coast Hwy. Oceanside CA 92054","300 N. Coast Hwy.",Oceanside,CA,92054,"(760) 435- 4100",no_fax,FireStaff@ci.oceanside.ca.us,dhebert@ci.oceanside.ca.us,www.osidefire.com,www.ci.oceanside.ca.us,OCS,Paid,"San Diego",37115,"Feb 2019"
631,"Ocotillo Wells Fire & 	Rescue","Daniel Johnson , Fire Chief","5841 Hwy. 78 Borrego Springs CA 92004","5841 Hwy. 78","Borrego Springs",CA,92004,"(760) 767- 7430","(760) 767- 7430",,owvfd1@aol.com,,,OCS,Volunteer,"San Diego",37112,"Feb 2019"
632,"Olancha	-Cartago Fire Dept.","Steve Davis , Fire Chief","P.O. Box 64 Olancha CA 93549","P.O. Box 64",Olancha,CA,93549,"(760) 764- 2370","(760) 876- 4388",,ocfd@qnet.com,,,OLC,Volunteer,Inyo,14040,"Feb 2019"
633,"Old Station Volunteer Fire Company","John Parrish , Fire Chief","P.O. Box 44 Old Station CA 96071","P.O. Box 44","Old Station",CA,96071,"(530) 335- 7111",no_fax,,,,,OSV,Volunteer,Shasta,45945,"Feb 2019"
634,"Olivehurst Public Utility District","Wade Harrison , Fire Chief","P.O. Box 670 Olivehurst CA 95961","P.O. Box 670",Olivehurst,CA,95961,"(530) 743- 7117","(530) 743- 3928",olfire@opud.org,wharrison@opud.org,,www.opud.org,OLI,"Mostly Volunteer",Yuba,58015,"Feb 2019"
635,"Onizuka Air Force Station Fire & Emergency Services","Steve Aubert , Fire Chief","1080 Innovation Way, M/S 125 Sunnyvale CA 94089","1080 Innovation Way, M/S 125",Sunnyvale,CA,94089,"(408) 752- 4292",no_fax,,steven.aubert.ctr@onizuka.af.mil,,,,Paid,"Santa Clara",43815,"Feb 2019"
636,"Ontario Fire Dept.","Robert Elwell , Fire Chief","415 East B Street Ontario CA 91764","415 East B Street",Ontario,CA,91764,"(909) 395- 2002","(909) 395- 2556",,relwell@ontarioca.gov,www.ci.ontario.ca.us/index.cfm/8114,www.ontarioca.gov,OTO,Paid,"San Bernardino",36170,"Feb 2019"
637,"Ontario International Airport Fire Dept.","Antoine McKnight,  Fire Chief","1923 E Avion Street Ontario CA 91761","1923 E Avion Street",Ontario,CA,91761,"(909) 544- 5130","(909) 937- 2551",,amcknight@lawa.org,,,OAP,Paid,"San Bernardino",36275,"Feb 2019"
638,"Ophir Hill Fire Protection Dist.","Robb Rothenberger , Fire Chief","P.O. Box 940 Cedar Ridge CA 95924","P.O. Box 940","Cedar Ridge",CA,95924,"(530) 273- 8351","(530) 273- 0453",ophirhill@sbcglobal.net,,,,OPH,"Mostly Volunteer",Nevada,29025,"Feb 2019"
639,"Orange City Fire Dept.","Doug Fackiner , Fire Chief","176 So. Grand Street Orange CA 92866","176 So. Grand Street",Orange,CA,92866,"(714) 288- 2501","(714) 744- 6035",,dfackiner@cityoforange.org,www.cityoforange.org/depts/fire/default.asp,www.cityoforange.org,ORG,Paid,Orange,30060,"Feb 2019"
640,"Orange County Fire Authority","Dave Anderson , Acting Fire Chief","1 Fire Authority Rd. Irvine CA 92602","1 Fire Authority Rd.",Irvine,CA,92602,"(714) 573- 6750","(714) 368- 8800",,daveanderson@ocfa.org,www.ocfa.org,www.oc.ca.gov,ORC,"Mostly Paid",Orange,30065,"Feb 2019"
641,"Orange County Fire Authority","Dave Anderson , Acting Fire Chief","Counties  Richard  Hicks , Fire Chief ERROR no city field in 550 Center Street    ~line 464 ish ERROR trying to extract [state] from  ~line 472 ish ","Counties  Richard  Hicks , Fire Chief","ERROR no city field in 550 Center Street    ~line 464 ish","ERROR trying to extract [state] from  ~line 472 ish",,"(714) 573- 6750","(714) 368- 8800","(559) 626- 7758    Fax: (559) 626- 3909",ocfpd@hotmail.com,,,ORC,"Mostly Paid","OCF   Personnel:  Mostly Volunteer","ERROR extracting [fire_dept_id] field from: MACS Designator:  OCF   Personnel:  Mostly Volunteer","Feb 2019"
642,"Orick Community Services Dist.","Ken Frick , Fire Chief","P.O. Box 224 Orick CA 95555","P.O. Box 224",Orick,CA,95555,"(707) 488- 3093",no_fax,,,,,ORK,Volunteer,Humboldt,12085,"Feb 2019"
643,"Orland City Fire Dept.","Vernon Dado , Fire Chief","810  - 5th Street Orland CA 95963","810  - 5th Street",Orland,CA,95963,"(530) 865- 1625","(530) 865- 1648",,,www.glenncountyfire.org/orland,,,Volunteer,Glenn,11038,"Feb 2019"
644,"Orland Rural Fire Protection Dist.","Vernon Dado , Fire Chief","810  - 5th Street Orland CA 95963","810  - 5th Street",Orland,CA,95963,"(530) 856- 1625","(530) 865- 1648",,,,,ORL,Volunteer,Glenn,11040,"Feb 2019"
645,"Orleans 	Volunteer Fire Dept.","Tom Bouse , Fire Chief","P.O. Box 312 Orleans CA 95556","P.O. Box 312",Orleans,CA,95556,"(530) 627- 3496","(530) 627- 3485",,,,,OLN,Volunteer,Humboldt,12087,"Feb 2019"
646,"Ormsby Volunteer Fire Dept.","Reid Wilburn , Fire Chief","1040 Summitt Road Watsonville CA 95076","1040 Summitt Road",Watsonville,CA,95076,no_office,no_fax,,,,,,Volunteer,"Santa Clara",43135,"Feb 2019"
647,"Oroville City Fire Dept.","Charles Hurley , Fire Chief","2055  Lincoln Blvd. Oroville CA 95966","2055  Lincoln Blvd.",Oroville,CA,95966,"(530) 538- 2480","(530) 538- 2477",publicsafety_fire@cityoforoville.org,hurleyc@cityoforoville.org,www.cityoforoville.org/index.aspx?page=402,www.cityoforoville.org,ORO,"Mostly Paid",Butte,04020,"Feb 2019"
648,"Oxnard Fire Dept.","Darwin Base , Fire Chief","360 West Second Street Oxnard CA 93030","360 West Second Street",Oxnard,CA,93030,no_office,"(805) 385- 4203",francine.gutierrez@ci.oxnard.ca.us,darwin.base@ci.oxnard.ca.us,www.ci.oxnardfire.org,www.ci.oxnard.ca.us,OXD,Paid,Ventura,56010,"Feb 2019"
649,"Pacific Grove Fire Dept.","Andrew Miller , Fire Chief","600 Pine Ave. Pacific Grove CA 93950","600 Pine Ave.","Pacific Grove",CA,93950,"(831) 648- 3110","(831) 648- 3107",info@pgfire.com,amiller@pgfire.com,www.pgfire.com,"www.ci.pacific -grove.ca.us",PGF,"Mostly Volunteer",Monterey,27065,"Feb 2019"
650,"Pacifica Fire Dept. (North County Fire Authority)","Ron Myers , Fire Chief","10 Wembley Dr. Daly City CA 94015","10 Wembley Dr.","Daly City",CA,94015,"(650) 991- 8138","(650) 991- 8090",mlucett@dalycity.org,rmyers@northcountyfire.org,www.northcountyfire.org/index.htm,www.cityofpacifica.org,PFC,"Mostly Paid","San Mateo",41065,"Feb 2019"
651,"Pajaro Valley Fire Protection Dist.","John Ferreira , Fire Chief","562 Casserly Rd. Watsonville CA 95076","562 Casserly Rd.",Watsonville,CA,95076,"(831) 335- 5353","(831) 335- 4053",,john.ferreira@fire.ca.gov,www.fire.ca.gov,,,"Mostly Paid","Santa Cruz",44045,"Feb 2019"
652,"Pala Reservation Fire Dept.","Anthony Ravago , Fire Chief","35008 Pala Temecula Rd., PMB 15 Pala CA 92059","35008 Pala Temecula Rd., PMB 15",Pala,CA,92059,"(760) 742- 1632","(760) 742- 4205",fire@palatribe.com,sixtysix01@aol.com,,www.palatribe.com,PAL,Paid,"San Diego",37113,"Feb 2019"
653,"Palm Springs Fire 	Dept.","Kevin Nalder , Fire Chief","300 N. El Cielo Road Palm Springs CA 92262","300 N. El Cielo Road","Palm Springs",CA,92262,"(760) 323- 8182","(760) 778- 8430",info@psfire.com,"kevin.nalder@palmsprings -ca.gov","www.palmsprings -",www.palatribe.com,PAL,Paid,"PSP   Personnel:  Paid","ERROR extracting [fire_dept_id] field from: MACS Designator:  PSP   Personnel:  Paid","Feb 2019"
654,"Palo Alto Fire Dept.","Eric Nickel , Fire Chief","250 Hamilton Ave. Palo Alto CA 94301","250 Hamilton Ave.","Palo Alto",CA,94301,"(650) 329- 2424","(650) 327- 6951",fire@cityofpaloalto.org,eric.nickel@cityofpaloalto.org,www.cityofpaloalto.org/gov/depts/fir/default.asp,www.cityofpaloalto.org,PAF,Paid,"Santa Clara",43060,"Feb 2019"
655,"Palo Cedro Volunteer Fire Company","Tom Fields , Fire Chief","8028 Desachutes Road Palo Cedro CA 96073","8028 Desachutes Road","Palo Cedro",CA,96073,"(530) 547- 3700",no_fax,,,www.fire.ca.gov,,PCV,Volunteer,Shasta,45950,"Feb 2019"
656,"Palomar Mountain Volunteer Fire Dept.","George Lucia, Sr. , Fire Chief","P.O. Box 235 Palomar Mountain CA 92060","P.O. Box 235","Palomar Mountain",CA,92060,"(760) 742- 3701","(760) 742- 9908",,,www.palomarmountain.com/pmvfd/index.html,,PMV,Volunteer,"San Diego",37114,"Feb 2019"
657,"Paradise Fire Dept.","James Broshears , Fire Chief","767 Birch Street Paradise CA 95969","767 Birch Street",Paradise,CA,95969,"(530) 872- 6266","(530) 877- 5957",jbroshears@townofparadise.com,jbroshears@townofparadise.com,www.townofparadise.com/Fire/index.htm,www.townofparadise.com,PRA,"Mostly Paid",Butte,04030,"Feb 2019"
658,"Paradise Fire Protection Dist.","Craig Williams , Fire Chief","5300 Lower Rock Creek Road Bishop CA 93514","5300 Lower Rock Creek Road",Bishop,CA,93514,"(760) 387- 2255","(760) 387- 2255",pfpd3100@aol.com,pfpd3100@aol.com,,,PRD,Volunteer,Mono,26042,"Feb 2019"
659,"Paramount Fire Dept.","Robert Lucchesi , Fire Chief   5555 Melrose Ave., Security Room 203","5300 Lower Rock Creek Road Bishop CA 93514","5300 Lower Rock Creek Road",Bishop,CA,93514,"(323) 956- 4309","(323) 862- 0103",,www.paramount.com,"Personnel: Mostly Paid","Los Angeles    Fire Dept. ID: 19260",PRD,Volunteer,Mono,26042,"Feb 2019"
660,"Parker Dam Volunteer Fire Dept.","Robert Haag , Fire Chief","P.O. Box 418 Earp CA 92242","P.O. Box 418",Earp,CA,92242,"(760) 665- 2303","(760) 665- 1125",,,,,,Volunteer,"San Bernardino",36870,"Feb 2019"
661,"Parlier Volunteer Fire Dept.","Peter Cortez , PCF Fire Captain","9700 E. American Ave. Del Rey CA 93616","9700 E. American Ave.","Del Rey",CA,93616,"(559) 646- 7100",no_fax,,,,,PAR,Volunteer,Fresno,10070,"Feb 2019"
662,"Pasadena Fire Dept.","Bertral Washington , Fire Chief","215 N Marengo Ave. #195 Pasadena CA 91101","215 N Marengo Ave. #195",Pasadena,CA,91101,"(626) 744- 4675","(626) 585- 9164",,cwells@cityofpasadena.net,www.cityofpasadena.net/fire,www.cityofpasadena.net,PAS,Paid,"Los Angeles",19145,"Feb 2019"
663,"Paso Robles Dept. of Emergency Services","Ken Johnson , Chief","900 Park Street Paso Robles CA 93446","900 Park Street","Paso Robles",CA,93446,"(805) 227- 7560","(805) 237- 4138",jbremer@prcity.com,eschief@prcity.com,,www.prcity.com,PRF,"Mostly Paid","San Luis Obispo",40050,"Feb 2019"
664,"Patterson Fire Dept.","Jeff Gregory , Fire Chief","344 W Las Palmas Ave. Patterson CA 95363","344 W Las Palmas Ave.",Patterson,CA,95363,"(209) 895- 8130","(209) 892- 7896",fire@ci.patterson.ca.us,jgregory@ci.patterson.ca.us,www.ci.patterson.ca.us/Default.aspx?pi=107&ni=128,www.ci.patterson.ca.us,PAT,"Mostl Y Volunteer",Stanislaus,50130,"Feb 2019"
665,"Patton State Hospital Fire Dept.","Kris Badkar , Fire Prevention Coordinator","344 W Las Palmas Ave. Patterson CA 95363","344 W Las Palmas Ave.",Patterson,CA,95363,"(209) 895- 8130","(209) 892- 7896",krisan.badkar@psh.dsh.ca.gov,,,"Personnel: Paid",PAT,"Mostl Y Volunteer",Stanislaus,50130,"Feb 2019"
666,"Pauma Reservation Fire Dept.","William Melendez , Fire Chief","P.O. Box 369 Pauma Valley CA 92061","P.O. Box 369","Pauma Valley",CA,92061,no_office,"(760) 742- 3422",,"wmelendez@pauma -nsn.gov","www.pauma -nsn.gov/tribal -services.html","www.pauma -nsn.gov",PYR,Paid,"San Diego",37215,"Feb 2019"
667,"Peardale 	Chicago Park Fire Protection Dist.","Jim Bierwagen , Fire Chief","P.O. Box 697 Chicago Park CA 95712","P.O. Box 697","Chicago Park",CA,95712,"(530) 273- 2503","(530) 273- 4834",,chief5700@yahoo.com,,,PCP,"Mostly Volunteer",Nevada,29030,"Feb 2019"
668,"Pebble Beach Community Services Dist.","George Haines , Fire Chief","2221 Garden Road Monterey CA 93940","2221 Garden Road",Monterey,CA,93940,"(831) 333- 2600","(831) 333- 2600",,george.haines@fire.ca.gov,,,PEB,Paid,Monterey,27115,"Feb 2019"
669,"Pechanga Fire Dept.","Ed McOrmond , Fire Chief","48240 Pechanga Road Temecula CA 92592","48240 Pechanga Road",Temecula,CA,92592,"(951) 506- 5332",no_fax,,"emcormond@pechanga -nsa.gov","www.pechanga -nsn.gov/page?pageId=44",www.pechange.com,PFD,"Mostly Paid",Riverside,33067,"Feb 2019"
670,"Pelican Bay State Prison 	Fire Dept.","Antonio Martell , Fire Chief","P.O. Box 7000 Crescent City CA 95531","P.O. Box 7000","Crescent City",CA,95531,"(707) 465- 1000","(707) 465- 9184",,,,,,Paid,"Del Norte",08410,"Feb 2019"
671,"Peninsula Fire Protection Dist.","Gary Pini , Fire Chief","801 Golf Club  Road Westwood CA 96137","801 Golf Club  Road",Westwood,CA,96137,"(530) 259- 2306","(530) 259- 3707",penfire@frontiernet.net,,peninsulafire.net,,PNS,"Mostly Paid",Plumas,32070,"Feb 2019"
672,"Penn 	Valley Fire Protection Dist.","Gene Vander Plaats , Fire Chief","P.O. Box 180 Penn Valley CA 95946","P.O. Box 180","Penn Valley",CA,95946,"(530) 432- 2630","(530) 432- 4561",,pvfpd.chief@sbcglobal.net,,,PNV,"Mostly Paid",Nevada,29065,"Feb 2019"
673,"Penryn Fire Protection Dist.","Mitch Higgins , Fire Chief","P.O. Box 219 Penryn CA 95663","P.O. Box 219",Penryn,CA,95663,"(916) 663- 3389","(916) 663- 4582",penrynfd@penrynfire.org,mhiggins@penrynfire.org,www.penrynfire.org,,RYN,"Mostly Volunteer",Placer,31075,"Feb 2019"
674,"Petaluma Fire Dept.","Larry Anderson , Fire Chief","198 D Street Petaluma CA 94952","198 D Street",Petaluma,CA,94952,no_office,"(707) 762- 4547",firedept@ci.petaluma.ca.us,landerson@ci.petaluma.ca.us,http://www.cityofpetaluma.net/firedept/index.html,www.cityofpetaluma.net,PTL,Paid,"Son oma",49115,"Feb 2019"
675,"Petrolia Volunteer Fire Dept.","Chris Gilda , Fire Chief","P.O. Box 169 Petrolia CA 95558","P.O. Box 169",Petrolia,CA,95558,"(707) 629- 3558",no_fax,,,,,PET,Volunteer,Humboldt,12090,"Feb 2019"
676,"Phillipsville Volunteer Fire Dept.","Hank Toborg , Fire Chief","P.O. Box 39 Phillipsville CA 95559","P.O. Box 39",Phillipsville,CA,95559,"(709) 943- 3555",no_fax,,,,,PHL,Volunteer,Humboldt,12150,"Feb 2019"
677,"Piedmont Fire Dept.","Warren McLaren , Fire Chief","120 Vista Ave. Piedmont CA 94611","120 Vista Ave.",Piedmont,CA,94611,"(510) 420- 3038","(510) 420- 3033",,bmclaren@ci.piedmont.ca.us,www.ci.piedmont.ca.us/fire/index.shtml,www.ci.piedmont.ca.us,PIE,Paid,Alameda,01090,"Feb 2019"
678,"Piercy Fire Protection Dist.","Anton Kloiber , Fire Chief","P.O. Box  206 Piercy CA 95587","P.O. Box  206",Piercy,CA,95587,"(707) 247- 3722",no_fax,,kpmracing1@aol.com,,,PRC,Volunteer,Mendocino,23055,"Feb 2019"
679,"Pike City Volunteer Fire Dept.","Jim Buckbee , Fire Chief","100 Pike City Road Pike City CA 95960","100 Pike City Road","Pike City",CA,95960,"(530) 288- 0624","(530) 288- 0624",,jbuck@lanset.net,,,PIK,Volunteer,Sierra,46012,"Feb 2019"
680,"Pine Ridge Volunteer Fire Dept.","Larry Pearsall , Fire Chief","38018 Glenwood Lane Shaver Lake CA 93664","38018 Glenwood Lane","Shaver Lake",CA,93664,"(559) 841- 7774",no_fax,,prvfd@netptc.net,www.pineridgefire.org,,PRG,Volunteer,Fresno,10160,"Feb 2019"
681,"Pine Valley Fire Protection Dist.","Bret Davidson , Fire Chief","P.O. Box 130 Pine Valley CA 91962","P.O. Box 130","Pine Valley",CA,91962,"(619) 473- 8445","(619) 473- 3243",,,,,PVY,"Mostly Volunteer","San Diego",37120,"Feb 2019"
682,"Pinole Fire Dept.","Jim Parrott,  Fire Chief","880 Tennent Ave. Pinole CA 94564","880 Tennent Ave.",Pinole,CA,94564,"(510) 724- 8970","(510) 724- 8972",fire@ci.pinole.ca.us,jparrott@ci.pinole.ca.us,www.ci.pinole.ca.us/fire/index.html,www.ci.pinole.ca.us,POE,"Mostly Paid","Contra Costa",07075,"Feb 2019"
683,"Pioneer Fire Protection Dist.","Robert Gill , Fire Chief","7061 Mt. Aukum Road Somerset CA 95684","7061 Mt. Aukum Road",Somerset,CA,95684,no_office,"(530) 620- 4317",,bgill@pioneerfire.org,www.pioneerfire.org,,PIO,Volunteer,"El Dorado",09090,"Feb 2019"
684,"Placer Hills Fire Protection Dist.","Ian Gow , Fire Chief","P.O. Box 350 Meadow Vista CA 95722","P.O. Box 350","Meadow Vista",CA,95722,"(530) 878- 0405","(530) 878- 0959",,,,,PHF,"Mostly Paid",Placer,31060,"Feb 2019"
685,"Platina	-Wildwood Volunteer Fire Company","David Mattocks , Fire Chief","P.O. Box 96 Platina CA 96076","P.O. Box 96",Platina,CA,96076,"(530) 352- 4210",no_fax,,creek1231@aol.com,,,PLW,Volunteer,Shasta,45087,"Feb 2019"
686,"Pleasant Grove Fire Dept.","Thomas Reese , Fire Chief","3100 Howsley Road Pleasant Grove CA 95668","3100 Howsley Road","Pleasant Grove",CA,95668,"(916) 655- 3937","(916) 655- 1536",,,,,PLG,Volunteer,Sutter,51020,"Feb 2019"
687,"Pleasant Valley Fire Company","Bob Campbell , Fire Chief","2543 Durham Rd. Dorris CA 96023","2543 Durham Rd.",Dorris,CA,96023,"(530) 397- 2205",no_fax,pleasantvalleyfd@yahoo.com,,,,PVF,Volunteer,Siskiyou,47100,"Feb 2019"
688,"Pleasant Valley State Prison","Joe Wenzel , Fire Chief","P.O. Box 8500 Coalinga CA 93210","P.O. Box 8500",Coalinga,CA,93210,no_office,"(559) 935- 7064",pvsp7@calis.com,joe.wenzel@cdcr.ca.gov,,,PVS,Paid,Fresno,10410,"Feb 2019"
689,"Plumas Eureka Fire & Rescue","Gary Castagnetti , Fire  Chief","200 Lundy Lane Blairsden CA 96103","200 Lundy Lane",Blairsden,CA,96103,"(530) 836- 0532","(530) 836- 2963",pecsd@psln.com,plumaschief@earthlink.net,users.psln.com/pecsd/fire,,PEF,Volunteer,Plumas,32043,"Feb 2019"
690,"Porterville Fire Dept.","Mario Garcia , Fire Chief","40 W. Cleveland Porterville CA 93257","40 W. Cleveland",Porterville,CA,93257,"(559) 782- 7526","(559) 781- 7834","fire -dept@ci.porterville.ca.us",mgarcia@ci.porterville.ca.us,www.ci.porterville.ca.us,www.ci.porterville.ca.us,PVL,"Mostly Paid",Tulare,54035,"Feb 2019"
691,"Portola Fire Dept.","Curtis Marshall , Fire Chief","P.O. Box 722 Portola CA 96122","P.O. Box 722",Portola,CA,96122,"(530) 832- 5418",no_fax,,,www.ci.portola.ca.us,www.ci.portola.ca.us/main.htm,POR,Volunteer,Plumas,32040,"Feb 2019"
692,"Post Mountain 	Volunteer Fire Dept.","Graham Corns , Fire Chief","P.O. Box 1093 Hayfork CA 96041","P.O. Box 1093",Hayfork,CA,96041,"(530) 628- 4186","(530) 628- 4186",,gjcorns@snowcrest.net,,,PMT,Volunteer,Trinity,53012,"Feb 2019"
693,"Potter Valley Community Services Dist.","Bill Pauli , Fire Chief","P.O. Box 464 Potter Valley CA 95469","P.O. Box 464","Potter Valley",CA,95469,"(707) 743- 1173","(707) 743- 1824",,,,,POT,Volunteer,Mendocino,23065,"Feb 2019"
694,"Poway Fire Dept.","Mark Sanchez , Director of Safety Services","P.O. Box 464 Potter Valley CA 95469","P.O. Box 464","Potter Valley",CA,95469,"(707) 743- 1173","(707) 743- 1824",msanchez@ci.poway.ca.us,http://www.ci.poway.ca.us/Index.aspx?page=34,www.ci.poway.ca.us,"POW   Personnel: Mostly Paid",POT,Volunteer,Mendocino,23065,"Feb 2019"
695,"Prattville	-Almanor Fire Dept.","Carol Lunsford , Fire Chief","2977 Scott Drive Canyondam CA 95923","2977 Scott Drive",Canyondam,CA,95923,no_office,no_fax,,,,,PRT,Volunteer,Plumas,32045,"Feb 2019"
696,"Presidio Fire Dept.","Matthew Klolbassa , Fire Chief","P.O. Box 29293 San Francisco CA 94129","P.O. Box 29293","San Francisco",CA,94129,"(415) 561- 5169","(415) 561- 4222",,matt_klolbassa@nps.gov,,www.nps.gov/prsf,PSF,Paid,"San Francisco",38805,"Feb 2019"
697,"Presidio of Monterey Fire Dept.","Thomas Joyce , Fire Chief","4400 General Jim Moore Blvd. Seaside CA 93955","4400 General Jim Moore Blvd.",Seaside,CA,93955,"(831) 242- 7545","(831) 242- 7888",,thomas.joyce.p.civ@mail.mil,,www.nps.gov/prsf,PSF,Paid,"POM   Personnel:  Paid","ERROR extracting [fire_dept_id] field from: MACS Designator:  POM   Personnel:  Paid","Feb 2019"
698,"Princeton Fire Protection Dist.","Andy  Ferrendelli , Fire Chief","P.O. Box 176 Princeton CA 95970","P.O. Box 176",Princeton,CA,95970,"(530) 439- 2356","(530) 439- 2235",,,,,PRN,Volunteer,Colusa,06035,"Feb 2019"
699,"Quincy Fire Protection Dist.","Andy Anderson , Fire  Chief","P.O. Box 846 Quincy CA 95971","P.O. Box 846",Quincy,CA,95971,"(531) 283- 0870","(530) 283- 0897",,,,,QUI,"Mostly Volunteer",Plumas,32050,"Feb 2019"
